1	24	0
1	2088	0
1	4152	0
1	4224	0
1	8320	0
1	12416	0
1	16512	0
1	20608	0
1	24704	0
1	28800	0
1	29832	0
1	30360	0
1	31392	0
1	31464	0
1	35560	0
1	35656	0
1	39752	0
1	43848	0
1	47944	0
1	52040	0
1	56136	0
1	60232	0
1	64328	0
1	68424	0
1	72520	0
1	72584	0
1	72648	0
1	72712	0
1	72776	0
1	72840	0
1	72904	0
1	72968	0
1	73032	0
1	73096	0
1	77192	0
1	77672	0
1	78152	0
1	78632	0
1	79112	0
1	79592	0
1	80072	0
1	80552	0
1	81032	0
1	81512	0
1	81992	0
1	82472	0
1	82952	0
1	83432	0
1	83912	0
1	84392	0
1	84872	0
1	85352	0
1	85832	0
1	86312	0
1	86792	0
1	87272	0
1	87752	0
1	88232	0
1	88712	0
1	89192	0
1	89672	0
1	90152	0
1	90632	0
1	91112	0
1	91592	0
1	92072	0
1	92552	0
1	93032	0
1	93512	0
1	93992	0
1	94472	0
1	94952	0
1	95432	0
1	95912	0
1	96392	0
1	96432	0
1	96472	0
1	96512	0
1	96552	0
1	100648	0
1	100688	0
1	100728	0
1	100768	0
1	100808	0
1	100848	0
1	100888	0
1	100928	0
1	100968	0
1	101008	0
1	101048	0
1	101088	0
1	101128	0
1	101168	0
1	101208	0
1	101248	0
1	101288	0
1	101328	0
1	101368	0
1	101408	0
1	101448	0
1	101488	0
1	101528	0
1	101568	0
1	101608	0
1	101648	0
1	101688	0
1	101728	0
1	101768	0
1	101808	0
1	101848	0
1	101888	0
1	101928	0
1	101968	0
1	102008	0
1	102048	0
1	102088	0
1	102128	0
1	102168	0
1	102208	0
1	102248	0
1	102288	0
1	102328	0
1	102368	0
1	102408	0
1	102448	0
1	102488	0
1	102528	0
1	102568	0
1	102608	0
1	102648	0
1	102688	0
1	102728	0
1	102768	0
1	102808	0
1	102848	0
1	102888	0
1	102928	0
1	102968	0
1	103008	0
1	103048	0
1	103088	0
1	103128	0
1	103168	0
1	103208	0
1	103248	0
1	103288	0
1	103328	0
1	103368	0
1	103408	0
1	103448	0
1	103488	0
1	103528	0
1	103568	0
1	103608	0
1	103648	0
1	103688	0
1	103728	0
1	103768	0
1	103808	0
1	103848	0
1	103888	0
1	103928	0
1	103968	0
1	104008	0
1	104048	0
1	104088	0
1	104128	0
1	104168	0
1	104208	0
1	104248	0
1	104288	0
1	104328	0
1	104368	0
1	104408	0
1	104448	0
1	104488	0
1	104528	0
1	104568	0
1	104608	0
1	104648	0
1	104688	0
1	104728	0
1	104768	0
1	104808	0
1	104848	0
1	104888	0
1	104928	0
1	104968	0
1	105008	0
1	105048	0
1	105088	0
1	105128	0
1	105168	0
1	105208	0
1	105248	0
1	105288	0
1	105328	0
1	105368	0
1	105408	0
1	105448	0
1	105488	0
1	105528	0
1	105568	0
1	105608	0
1	105648	0
1	105688	0
1	105728	0
1	105768	0
1	109864	0
1	109864	0
1	113960	0
1	118056	0
1	122152	0
1	126248	0
1	130344	0
1	134440	0
1	138536	0
1	142632	0
1	146728	0
1	146768	0
1	146808	0
1	146880	0
1	146928	0
1	155160	0
1	163392	0
1	163496	0
1	167592	0
1	171688	0
1	171784	0
1	175880	0
1	179976	0
1	184072	0
1	188168	0
1	192264	0
1	196360	0
1	200456	0
1	204552	0
1	208648	0
1	212744	0
1	216840	0
1	220936	0
1	225032	0
1	229128	0
1	233224	0
1	237320	0
1	241416	0
1	245512	0
1	249608	0
1	253704	0
1	257800	0
1	261896	0
1	265992	0
1	270088	0
1	274184	0
1	278280	0
1	282376	0
1	286472	0
1	290568	0
1	294664	0
1	298760	0
1	302856	0
1	306952	0
1	311048	0
1	315144	0
1	319240	0
1	323336	0
1	327432	0
1	331528	0
1	335624	0
1	339720	0
1	343816	0
1	347912	0
1	352008	0
1	356104	0
1	360200	0
1	364296	0
1	368392	0
1	372488	0
1	376584	0
1	380680	0
1	384776	0
1	388872	0
1	392968	0
1	397064	0
1	401160	0
1	405256	0
1	409352	0
1	413448	0
1	417544	0
1	421640	0
1	425736	0
1	429832	0
1	433928	0
1	438024	0
1	442120	0
1	446216	0
1	450312	0
1	454408	0
1	458504	0
1	462600	0
1	466696	0
1	470792	0
1	474888	0
1	478984	0
1	483080	0
1	487176	0
1	491272	0
1	495368	0
1	499464	0
1	503560	0
1	507656	0
1	511752	0
1	515848	0
1	519944	0
1	524040	0
1	528136	0
1	532232	0
1	536328	0
1	540424	0
1	544520	0
1	548616	0
1	552712	0
1	556808	0
1	560904	0
1	565000	0
1	569096	0
1	573192	0
1	577288	0
1	581384	0
1	585480	0
1	589576	0
1	593672	0
1	597768	0
1	601864	0
1	605960	0
1	610056	0
1	614152	0
1	618248	0
1	622344	0
1	626440	0
1	630536	0
1	634632	0
1	638728	0
1	638824	0
1	639008	0
1	639008	1
1	643104	1
1	638728	0
1	647200	0
1	638728	0
1	647384	0
1	638728	0
1	647568	0
1	638728	0
1	647752	0
1	647936	1
1	638728	0
1	652032	0
1	638728	0
1	652216	0
1	638728	0
1	652400	0
1	638728	0
1	652584	0
1	638728	0
1	652768	0
1	656864	0
1	656960	0
1	661056	0
1	665152	0
1	669248	0
1	673344	0
1	677440	0
1	681536	0
1	685632	0
1	689728	0
1	693824	0
1	697920	0
1	702016	0
1	706112	0
1	710208	0
1	714304	0
1	718400	0
1	722496	0
1	726592	0
1	730688	0
1	734784	0
1	738880	0
1	742976	0
1	747072	0
1	751168	0
1	755264	0
1	759360	0
1	763456	0
1	767552	0
1	771648	0
1	775744	0
1	779840	0
1	783936	0
1	788032	0
1	792128	0
1	796224	0
1	800320	0
1	804416	0
1	808512	0
1	812608	0
1	816704	0
1	820800	0
1	824896	0
1	828992	0
1	833088	0
1	837184	0
1	841280	0
1	845376	0
1	849472	0
1	853568	0
1	792128	0
1	845376	0
1	857664	0
1	861760	0
1	865856	0
1	869952	0
1	874048	0
1	878144	0
1	652768	0
1	656960	0
1	656960	0
1	661056	0
1	665152	0
1	669248	0
1	673344	0
1	677440	0
1	681536	0
1	689728	0
1	661056	0
1	665152	0
1	669248	0
1	665152	0
1	669248	0
1	673344	0
1	673344	0
1	677440	0
1	681536	0
1	693824	0
1	697920	0
1	681536	0
1	693824	0
1	693824	0
1	697920	0
1	693824	0
1	697920	0
1	702016	0
1	706112	0
1	706208	0
1	706392	1
1	710488	1
1	714584	1
1	718680	1
1	722776	1
1	702016	0
1	706392	1
1	706112	0
1	710488	0
1	710672	1
1	706112	0
1	714768	0
1	706112	0
1	714952	0
1	715136	1
1	719232	1
1	723328	1
1	727424	1
1	731520	1
1	731520	1
1	735616	1
1	739712	1
1	743808	1
1	706112	0
1	747904	0
1	752000	0
1	752096	0
1	756192	0
1	760288	0
1	764384	0
1	764480	0
1	764664	1
1	768760	1
1	772856	1
1	776952	1
1	764384	0
1	781048	0
1	781232	1
1	785328	1
1	789424	1
1	793520	1
1	797616	1
1	801712	1
1	805808	1
1	809904	1
1	814000	1
1	710672	0
1	715136	0
1	719232	0
1	723328	0
1	715136	0
1	719232	0
1	723328	0
1	719232	0
1	723328	0
1	727424	0
1	723328	0
1	727424	0
1	731520	0
1	735616	0
1	727424	0
1	731520	0
1	735616	0
1	735712	0
1	735896	1
1	739992	1
1	744088	1
1	752096	2
1	756192	2
1	760288	2
1	764664	3
1	772856	3
1	776952	3
1	731520	0
1	735896	1
1	739992	1
1	744088	1
1	752096	2
1	735896	1
1	739992	1
1	735616	0
1	744088	0
1	744272	1
1	735616	0
1	748368	0
1	752096	2
1	735616	0
1	748552	0
1	735616	0
1	748736	0
1	756192	2
1	760288	2
1	764664	3
1	772856	3
1	781232	3
1	781232	3
1	785328	3
1	789424	3
1	793520	3
1	785328	3
1	797616	3
1	801712	3
1	805808	3
1	809904	3
1	818096	3
1	822192	3
1	735616	0
1	748920	0
1	735616	0
1	749104	0
1	826288	3
1	830384	3
1	735616	0
1	749288	0
1	834480	3
1	838576	3
1	818096	3
1	842672	3
1	846768	3
1	850864	3
1	854960	3
1	882240	4
1	886336	4
1	890432	4
1	894528	4
1	898624	4
1	902720	4
1	906816	4
1	910912	4
1	915008	4
1	919104	4
1	923200	4
1	927296	4
1	932800	4
1	936896	4
1	735616	0
1	749472	0
1	940992	4
1	735616	0
1	749656	0
1	735616	0
1	945088	3
1	949184	3
1	953280	3
1	957376	3
1	961472	3
1	749840	0
1	749936	0
1	923200	4
1	949184	4
1	965568	4
1	969664	4
1	973760	4
1	977856	4
1	981952	4
1	986048	4
1	990144	4
1	986048	4
1	994240	4
1	998336	4
1	973760	4
1	1002432	4
1	973760	4
1	1006528	4
1	1010624	4
1	973760	4
1	1014720	4
1	973760	4
1	1018816	4
1	1022912	4
1	973760	4
1	1027008	4
1	1031104	4
1	1027008	4
1	1027008	4
1	1035200	4
1	1027008	4
1	1039296	4
1	1043392	4
1	1047488	4
1	1027008	4
1	1051584	4
1	1027008	4
1	1055680	4
1	1027008	4
1	1059776	4
1	1063872	4
1	1067968	4
1	1027008	4
1	1027008	4
1	1027008	4
1	1027008	4
1	1072064	4
1	1076160	4
1	1027008	4
1	1027008	4
1	1080256	4
1	1091136	4
1	1027008	4
1	1095232	4
1	1099328	4
1	1103424	4
1	1107520	4
1	1111616	4
1	1115712	4
1	797616	3
1	818096	3
1	846768	3
1	850864	3
1	846768	3
1	846768	3
1	910912	4
1	749840	0
1	750120	0
1	910912	4
1	1095232	4
1	1119808	4
1	1123904	4
1	1128000	4
1	1132096	4
1	1136192	4
1	1140288	4
1	1144384	4
1	1148480	4
1	1152576	4
1	1156672	4
1	1160768	4
1	744272	0
1	749840	0
1	750304	0
1	752096	2
1	749840	0
1	750488	0
1	756192	2
1	760288	2
1	764664	3
1	772856	3
1	781232	3
1	785328	3
1	789424	3
1	793520	3
1	797616	3
1	785328	3
1	749840	0
1	750672	0
1	801712	3
1	805808	3
1	809904	3
1	818096	3
1	822192	3
1	809904	3
1	809904	3
1	826288	3
1	830384	3
1	834480	3
1	826288	3
1	838576	3
1	842672	3
1	846768	3
1	749840	0
1	750856	0
1	850864	3
1	854960	3
1	882240	4
1	886336	4
1	850864	3
1	890432	4
1	850864	3
1	894528	4
1	850864	3
1	898624	4
1	850864	3
1	906816	4
1	850864	3
1	910912	4
1	915008	4
1	919104	4
1	923200	4
1	850864	3
1	749840	0
1	751040	0
1	749840	0
1	751224	0
1	919104	4
1	927296	4
1	932800	4
1	936896	4
